solvent,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,alpha
bromoform,3.104167,0.270833,3.104167,0.270833,0.581278,252.731,251.723,249.7628,26,0,0.124221,-0.06372,0.124221,0.063717,1,1,1,79.95016,11.96684,1.765796,-1.70329,2.131511,-1.48901,9.380183,2.279817,2.32379,8,3.57735,1.711244,6.469233,1.732051,0.654654,3.40168,0.247436,6.680767,0,0,0,0,1.44,3.245112,5.44,2.665225,9.876728,50.34189,0,2.64571,0,0,0,0,0,0,0,0,47.78983,0,0,0,0,47.78983,0,0,0,2.64571,0,0,0,0,0,0,0,47.78983,2.64571,0,0,0,0,0,0,0,0,0,0,0,2.64571,0,0,0,0,0,47.78983,0,0.270833,9.3125,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.4547,30.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
butanal,9.404861,0.708333,9.404861,0.708333,0.444345,72.107,64.043,72.05751,30,0,0.11948,-0.3034,0.303403,0.11948,1.8,2.4,2.4,16.12871,10.38068,1.663699,-1.68005,1.743585,-1.64199,5.483093,-0.10738,2.401715,24.82892,4.12132,3.399812,3.399812,2.414214,1.851057,1.851057,0.955342,0.955342,0.406526,0.406526,0.117851,0.117851,-0.33,11.24511,4.67,3.67,3.67,31.9956,4.794537,6.286161,0,0,0,0,0,0,0,0,6.923737,6.420822,6.420822,0,4.794537,6.286161,0,0,0,19.76538,0,0,0,0,0,0,0,0,6.286161,4.794537,0,19.76538,0,0,0,0,17.07,0,4.794537,0,0,6.420822,12.70698,0,0,6.923737,0,0,0,0,9.404861,0,0,0,0,2.614583,1.980556,0,0.75,5,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0.9854,20.972,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butanoic acid,9.599306,-0.71065,9.599306,0.291667,0.543441,88.106,80.042,88.05243,36,0,0.302829,-0.48123,0.481231,0.302829,1.833333,2.333333,2.333333,16.36511,10.35074,1.870108,-1.79429,1.815441,-1.89862,5.659493,-0.13653,2.831257,49.50978,4.991564,3.769675,3.769675,2.770056,1.988391,1.988391,1.143739,1.143739,0.463865,0.463865,0.213865,0.213865,-0.53,14.83447,5.47,2.693714,3.47,36.78983,5.106527,0,0,0,0,5.969305,4.794537,0,0,0,6.923737,6.420822,6.420822,0,9.901065,5.969305,0,0,0,19.76538,0,0,0,0,0,0,0,0,11.07583,4.794537,0,19.76538,0,0,0,0,37.3,5.969305,4.794537,0,0,6.420822,6.420822,0,0,6.923737,0,5.106527,0,0,9.599306,7.913472,0,-0.71065,0,1.023148,1.841389,0,0.75,6,1,2,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0.8711,22.5438,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
butanone,9.8125,0.25463,9.8125,0.25463,0.451051,72.107,64.043,72.05751,30,0,0.129065,-0.30004,0.300042,0.129065,1.8,2,2,16.13711,10.3607,1.764362,-1.71105,1.710825,-1.79701,5.744225,-0.1162,2.847379,38.91261,4.284457,3.615355,3.615355,2.270056,1.764784,1.764784,1.055568,1.055568,0.497891,0.497891,0,0,-0.33,9.651484,4.67,1.94248,3.67,31.9956,4.794537,5.783245,0,0,0,0,0,0,0,0,6.923737,6.923737,6.420822,0,4.794537,5.783245,0,0,0,20.2683,0,0,0,0,0,0,0,0,5.783245,4.794537,0,20.2683,0,0,0,0,17.07,0,4.794537,0,5.783245,6.420822,0,0,6.923737,6.923737,0,0,0,0,9.8125,0,0,0.25463,0,0.666667,3.43287,0,0.75,5,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.9854,20.972,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butanonitrile,7.81625,0.694444,7.81625,0.694444,0.45507,69.107,62.051,69.05785,28,0,0.062114,-0.19835,0.198348,0.062114,1.8,2.4,2.4,14.21702,10.38024,1.650196,-1.654,1.770453,-1.53443,4.648805,0.968671,2.4837,42.09987,4.12132,3.361427,3.361427,2.414214,1.784267,1.784267,0.908114,0.908114,0.361803,0.361803,0.111803,0.111803,-0.51,11.24511,4.49,3.49,3.49,32.22666,0,0,0,0,0,0,0,0,5.261892,0,6.923737,6.420822,6.420822,6.069221,0,0,5.261892,0,0,19.76538,0,0,0,6.069221,0,0,0,0,0,0,11.33111,19.76538,0,0,0,0,23.79,0,0,0,0,6.420822,6.420822,0,0,12.99296,0,5.261892,0,0,0,7.81625,0,0,2.017361,1.677083,1.989306,0,0.75,5,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.31008,20.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butyl ethanoate,10.09635,-0.18199,10.09635,0.181991,0.410684,116.16,104.064,116.0837,48,0,0.302123,-0.46588,0.465878,0.302123,1.625,2.25,2.625,16.53145,10.35949,1.875674,-1.95929,1.863194,-1.98627,5.653159,-0.14054,2.822355,68.92879,6.405777,5.437817,5.437817,3.770056,2.90403,2.90403,1.693597,1.693597,0.803216,0.803216,0.360235,0.360235,-0.53,48.27551,7.47,4.62456,5.47,49.83903,4.736863,0,0,0,0,5.969305,4.794537,0,0,0,13.34456,6.420822,6.923737,6.606882,9.5314,5.969305,0,0,0,26.68912,6.606882,0,0,0,0,0,0,0,12.57619,9.5314,0,26.68912,0,0,0,0,26.3,0,4.794537,0,5.969305,6.606882,12.84164,6.923737,0,0,11.6606,0,4.643333,0,10.09635,0,0,-0.18199,0,2.048472,4.060505,0,0.833333,8,0,2,0,0,0,0,0,0,2,0,2,3,0,0,0,0,1.3496,31.541,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
butylamine,5.139028,0.84375,5.139028,0.84375,0.512415,73.139,62.051,73.08915,32,0,-0.00774,-0.33047,0.330474,0.007738,1.6,2.2,2.2,14.50765,10.34924,1.674722,-1.79809,1.765338,-1.95129,4.287092,0.80701,2.19061,11.11942,4.12132,3.698671,3.698671,2.414214,2.115355,2.115355,1.142229,1.142229,0.557678,0.557678,0.204124,0.204124,-0.04,11.24511,4.96,3.96,3.96,33.17397,5.733667,0,0,0,0,0,0,0,0,0,13.34456,12.96558,0,0,0,0,0,0,5.733667,19.76538,6.544756,0,0,0,5.733667,0,0,0,6.544756,0,0,19.76538,0,0,0,0,26.02,0,0,0,0,0,6.544756,12.84164,0,0,6.923737,5.733667,0,0,0,0,5.139028,0,0,2.385417,2.975556,0,1,5,2,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0.7452,23.9624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16
n-butylbenzene,2.225139,1.233472,2.225139,1.233472,0.595731,134.222,120.11,134.1096,54,0,-0.0279,-0.06537,0.065371,0.027897,1.1,1.8,2.4,13.92809,10.10059,1.86876,-1.95895,2.025781,-1.81101,5.138501,0.794985,2.426522,164.653,7.234205,6.508072,6.508072,4.931852,3.971344,3.971344,2.589152,2.589152,1.66183,1.66183,1.025578,1.025578,-0.78,251.6672,7.32846,4.102461,2.218872,62.89117,0,0,0,0,0,0,0,0,0,0,43.67639,18.40509,0,0,0,0,0,0,0,26.1862,0,35.89529,0,0,0,0,0,0,0,6.420822,0,25.32883,30.33184,0,0,0,0,0,0,0,0,0,0,24.82592,0,0,37.25557,0,0,0,0,0,1.462361,0,10.64956,3.829611,2.225139,0,0.4,10,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,3.0292,45.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sec-butylbenzene,2.259259,0.709444,2.259259,0.709444,0.582325,134.222,120.11,134.1096,54,0,-0.0193,-0.06481,0.06481,0.019301,1.2,1.8,2.3,14.03641,9.991666,1.98327,-2.06175,2.162849,-1.88236,5.176906,0.733497,2.746978,176.4896,7.397341,6.671208,6.671208,4.842535,3.892064,3.892064,2.719979,2.719979,1.980981,1.980981,1.017274,1.017274,-0.78,237.5874,7.32846,3.403772,1.598288,62.89117,0,0,0,0,0,0,0,0,0,0,44.17931,17.90218,0,0,0,0,0,0,0,26.1862,0,35.89529,0,0,0,0,0,0,0,0,0,31.74965,30.33184,0,0,0,0,0,0,0,0,5.917906,0,11.98427,0,0,44.17931,0,0,0,0,0,1.449074,0.709444,10.63611,1.226204,4.479167,0,0.4,10,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,3.2001,45.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tert-butylbenzene,2.224537,0.292917,2.224537,0.292917,0.511401,134.222,120.11,134.1096,54,0,-0.01319,-0.06225,0.062248,0.013185,0.9,1.4,1.7,14.15505,9.872664,2.107335,-2.17533,2.200996,-2.09511,5.214575,0.590085,2.966043,191.0283,7.612884,6.886751,6.886751,4.605172,3.660684,3.660684,3.616025,3.616025,1.639814,1.639814,0.938153,0.938153,-0.78,165.6373,7.32846,2.45179,1.598288,62.89117,0,0,0,0,0,0,0,0,0,0,51.10305,10.97844,0,0,0,0,0,0,0,26.1862,0,35.89529,0,0,0,0,0,0,0,5.41499,0,26.33466,30.33184,0,0,0,0,0,0,0,0,5.41499,0,5.563451,0,0,51.10305,0,0,0,0,0,1.691065,0,10.55199,0,6.673611,0,0.4,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.9841,45.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carbon disulfide,3.958333,1.916667,3.958333,1.916667,0.394954,76.145,76.145,75.94414,16,0,0.029653,-0.01483,0.029653,0.014827,1.333333,1.333333,1.333333,32.11773,11.96127,1.00815,-0.99232,1.287749,-0.91685,7.933684,4.665316,3.265986,23.77444,2.707107,1.316497,2.94949,1.414214,0.408248,1.224745,0.083333,0.75,0,0,0,0,0.22,2.754888,3.22,2.22,2.22,29.45681,0,0,0,0,0,0,0,0,0,0,0,24.43575,4.314144,0,0,28.74989,0,0,0,0,0,0,0,0,0,0,0,24.43575,4.314144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.314144,24.43575,0,1.916667,7.916667,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1.0181,20.189,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carbon tetrachloride,4.826389,-1.61111,4.826389,1.611111,0.469796,153.823,153.823,151.8754,32,0,0.265685,-0.06642,0.265685,0.066421,0.8,0.8,0.8,35.62539,11.84161,2.10789,-1.90563,2.293437,-1.80604,6.831493,1.755507,3.023716,19.11942,4.5,2.011858,5.035574,2,0.755929,2.267787,0.428571,3.857143,0,0,0,0,1.16,3.60964,6.16,1.741848,38.29199,49.95232,0,0,0,0,3.251718,0,0,0,0,0,46.40376,0,0,0,0,46.40376,0,0,0,3.251718,0,0,0,0,0,0,0,46.40376,3.251718,0,0,0,0,0,0,0,0,3.251718,0,0,0,0,0,0,0,0,0,46.40376,-1.61111,19.30556,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2.5529,26.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chlorobenzene,5.539691,0.793981,5.539691,0.793981,0.483383,112.559,107.519,112.008,36,0,0.040548,-0.08434,0.084344,0.040548,1,1.571429,1.857143,35.49569,10.37221,1.744437,-1.79555,2.029551,-1.54869,6.300461,1.713418,3.021465,134.1074,5.112884,3.764716,4.520645,3.393847,2.099666,2.47763,1.295568,1.732004,0.733111,0.985087,0.414667,0.560146,-0.49,47.19725,4.66361,1.987123,1.20361,47.73467,0,0,0,0,0,0,0,0,0,0,29.80004,12.13273,5.022633,0,0,11.60094,0,0,0,0,0,35.35447,0,0,0,0,0,11.60094,0,0,0,0,30.33184,5.022633,0,0,0,0,0,0,0,0,5.022633,0,0,30.33184,0,11.60094,0,5.539691,0,0.793981,0,0,9.444105,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2.34,31.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chloroform,4.805556,-0.75,4.805556,0.75,0.427859,119.378,118.37,117.9144,26,0,0.180107,-0.08741,0.180107,0.087412,1,1,1,35.58227,11.88373,1.784479,-1.68978,2.032326,-1.54593,6.625347,1.960653,2.32379,8,3.57735,1.711244,3.979031,1.732051,0.654654,1.963961,0.247436,2.226922,0,0,0,0,0.87,3.245112,4.87,2.128398,13.25948,39.64905,0,0,4.295452,0,0,0,0,0,0,0,34.80282,0,0,0,0,34.80282,0,0,0,4.295452,0,0,0,0,0,0,0,34.80282,4.295452,0,0,0,0,0,0,0,0,4.295452,0,0,0,0,0,0,0,0,0,34.80282,-0.75,14.41667,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.9864,21.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
a-chlorotoluene,5.526914,0.611944,5.526914,0.611944,0.507329,126.586,119.53,126.0236,42,0,0.047356,-0.12155,0.121551,0.047356,1.125,1.75,2.125,35.49566,10.24081,1.81133,-1.87693,1.999337,-1.70649,6.165421,1.405117,2.832086,145.7328,5.819991,4.471823,5.227752,3.931852,2.531498,3.066021,1.619229,1.88649,0.997128,1.305735,0.567098,0.745272,-0.49,91.36758,5.643156,2.729135,1.239206,54.09961,0,0,0,0,0,0,0,0,0,11.60094,30.33184,5.563451,5.880003,0,0,11.60094,0,0,0,5.880003,0,35.89529,0,0,0,0,0,11.60094,0,5.880003,0,5.563451,30.33184,0,0,0,0,0,0,0,0,5.880003,0,5.563451,0,30.33184,0,11.60094,0,5.526914,0,0,1.175154,0.611944,9.963765,0,0,0,0.142857,8,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,2.4254,35.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o-chlorotoluene,5.708673,0.840278,5.708673,0.840278,0.501502,126.586,119.53,126.0236,42,0,0.043467,-0.08405,0.084053,0.043467,1.25,1.875,2.25,35.49569,10.2382,1.86051,-1.90487,2.11346,-1.68461,6.308093,1.474045,3.134862,160.4966,5.983128,4.687366,5.443294,3.80453,2.516333,2.894297,1.749184,2.156384,1.076605,1.500684,0.550986,0.68672,-0.49,72.49527,5.643156,2.185361,1.01461,54.09961,0,0,0,0,0,0,0,0,0,0,29.80004,18.55356,5.022633,0,0,11.60094,0,0,0,6.923737,0,34.85155,0,0,0,0,0,11.60094,0,0,6.923737,5.563451,24.26547,5.022633,0,0,0,0,0,0,0,0,10.58608,0,0,31.18921,0,11.60094,0,5.708673,0,0.840278,1.133488,0,7.77358,0,1.988426,0,0.142857,8,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2.64842,36.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m-cresol,8.813056,0.337963,8.813056,0.337963,0.535935,108.14,100.076,108.0575,42,0,0.11534,-0.50796,0.507957,0.11534,1.375,2.125,2.5,16.25466,10.22455,1.826185,-1.89429,2.078239,-1.66462,5.250715,0.474665,3.07766,164.2466,5.983128,4.756615,4.756615,3.787694,2.544974,2.544974,1.839003,1.839003,1.001656,1.001656,0.62797,0.62797,-0.98,64.05249,5.16245,1.864622,0.997109,48.59058,5.106527,5.749512,0,0,0,0,0,0,0,0,12.13273,24.61992,0,0,5.106527,0,0,0,0,6.923737,0,29.82892,0,5.749512,0,0,5.749512,0,5.106527,0,6.923737,5.563451,24.26547,0,0,0,20.23,0,0,0,0,5.749512,5.563451,0,12.13273,19.05647,0,5.106527,0,0,0,8.813056,1.087963,0.337963,7.150185,0,1.944167,0,0.142857,8,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1.70062,32.8438,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57
o-cresol,8.919259,0.368056,8.919259,0.368056,0.535935,108.14,100.076,108.0575,42,0,0.11798,-0.50769,0.507687,0.11798,1.25,1.875,2.25,16.25527,10.21459,1.86469,-1.91793,2.117131,-1.68392,5.292269,0.470915,3.134862,160.4966,5.983128,4.756615,4.756615,3.80453,2.550957,2.550957,1.786487,1.786487,1.115454,1.115454,0.563421,0.563421,-0.98,72.49527,5.16245,1.864622,0.808017,48.59058,5.106527,5.749512,0,0,0,0,0,0,0,0,18.1991,18.55356,0,0,5.106527,0,0,0,0,6.923737,0,29.82892,0,5.749512,0,0,5.749512,0,5.106527,0,6.923737,5.563451,24.26547,0,0,0,20.23,0,0,0,0,5.749512,5.563451,0,6.066367,25.12284,0,5.106527,0,0,0,8.919259,0.923611,0.368056,7.252037,0,1.87037,0,0.142857,8,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1.70062,32.8438,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52
cyclohexane,1.5,1.5,1.5,1.5,0.422316,84.162,72.066,84.0939,36,0,-0.05331,-0.05331,0.053306,0.053306,0.333333,0.5,0.666667,14.014,10.012,1.949694,-2.05231,2.1471,-1.8549,4.506,0.504,2,15.50978,4.242641,4.242641,4.242641,3,3,3,2.12132,2.12132,1.5,1.5,1.06066,1.06066,0,34.39946,4.166667,2.222222,1,39.55813,0,0,0,0,0,0,0,0,0,0,38.52493,0,0,0,0,0,0,0,0,38.52493,0,0,0,0,0,0,0,0,0,0,0,38.52493,0,0,0,0,0,0,0,0,0,0,0,38.52493,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,2.3406,27.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyclohexanone,10.46306,0.46412,10.46306,0.46412,0.448626,98.145,88.065,98.07316,40,0,0.132411,-0.29972,0.299718,0.132411,1,1.571429,1.857143,16.13789,9.997576,2.054315,-2.04761,2.116969,-2.01866,5.783228,-0.11973,2.249544,68.24921,5.112884,4.443782,4.443782,3.393847,2.911231,2.911231,2.099335,2.099335,1.411231,1.411231,0.946114,0.946114,-0.33,47.19725,4.819925,2.101968,1.298149,43.71965,0,5.783245,0,0,0,0,4.794537,0,0,0,6.420822,12.84164,12.84164,0,4.794537,5.783245,0,0,0,32.10411,0,0,0,0,0,0,0,0,5.783245,4.794537,0,32.10411,0,0,0,0,17.07,0,4.794537,0,0,5.783245,25.68329,6.420822,0,0,0,0,0,0,10.46306,0,0,0.46412,0,5.239491,0,0,0.833333,7,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1.5196,28.092,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
